,Estimated.Data.Flag...Natural.Gas,Borough,Estimated.Data.Flag...Electricity..Grid.Purchase.,Property.Type,Multifamily.Housing.Government.Subsidized.Housing,Metered.Areas.Energy,Occupancy100,number.of.energy.meters.cat,Multifamily.Housing.Resident.Population.Type,ENERGY.STAR.Score,Weather.Normalized.Site.Natural.Gas.Intensity..therms.ft..,Year.Built,Latitude,Multifamily.Housing.Percent.That.Can.Be.Cooled,Property.GFA.Calculated.Buildings.and.Parking.ft,Electricity.Use...Grid.Purchase.and.Generated.from.Onsite.Renewable.Systems..kBtu.,Longitude,Site.EUI.kBtu.ft,Multifamily.Housing.Percent.That.Can.Be.Heated,Multifamily.Housing.Gross.Floor.Area.ft,Percent.of.Electricity.Green.Power
8497,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,59,0.7,1940,40.777369,0.0,71005,1016500,-73.944526,79.1,100.0,71005,0
8499,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,23,0.9,1904,40.744939,90.0,75767,3465005.4,-73.995604,129,90.0,75767,0
8500,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,54,0.7,1904,40.744291,90.0,201429,6927932.9,-73.986387,98.2,90.0,189646,0
8501,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,89,0,1947,40.735712,70.0,3122165,48839754.9,-73.979223,48.8,100.0,3122165,5.936542
8502,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,97,0,1947,40.731903,70.0,8942176,109063099.2,-73.982013,47.7,100.0,8942176,8.990255
8503,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,97,0,1947,40.731903,70.0,8942176,109063099.2,-73.982013,47.7,100.0,8942176,8.990255
8504,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,64,0.2,1927,40.667584,90.0,65205,1843018.1,-73.95679,51.2,100.0,65205,0
8508,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,89,0.6,1939,40.740679,90.0,26142,437634.7,-73.985439,75.1,100.0,26142,0
8513,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,25+,No specific resident population,23,0.9,1949,40.719653,90.0,48953,595784,-73.819657,99,100.0,48953,0
8514,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,46,0.4,2006,40.713508,90.0,34579,807718.3,-73.784561,61.6,100.0,34579,0
8515,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,100,0,1938,40.866485,90.0,45983,536870.4,-73.885237,14.6,100.0,45983,0
8516,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,47,0.8,1929,40.842736,90.0,53500,905862.1,-73.836093,90.4,100.0,53500,0
8518,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,82,0.5,1928,40.870886,90.0,47187,493169.5,-73.879224,62.7,100.0,47187,0
8522,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,42,0.8,2001,40.716492,100.0,26300,696557.1,-73.99021,111.1,100.0,26300,0
8523,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,32,0.8,1964,40.719728,90.0,112800,1771216.6,-73.857222,91.7,100.0,112800,0
8524,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,88,0.8,1930,40.669989,0.0,29000,331546.9,-73.935729,85.9,100.0,29000,0.00E+00
8527,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,90,0.5,1972,40.77534,90.0,39474,544204.8,-73.955692,62.8,100.0,39474,0
8528,No,BROOKLYN,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,38,1,1927,40.611491,90.0,32000,281548.5,-73.995955,96.4,100.0,32000,0.00E+00
8529,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,33,0.4,2012,40.760972,100.0,346539,17586191.8,-73.977172,87.5,100.0,199294,0
8530,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,94,0.5,2015,40.827822,90.0,49097,446717.8,-73.908816,55.9,90.0,49097,0
8531,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,63,0.7,1958,40.591371,90.0,585000,9139366.1,-73.937271,77.9,100.0,585000,0
8532,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,35,0.6,2011,40.748068,90.0,1141071,24510695.7,-73.95667,89.9,90.0,799247,0
8535,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,62,0.9,1950,40.742327,90.0,98000,1330296.8,-73.880089,97.9,100.0,98000,0
8544,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,67,0.9,1928,40.628918,100.0,62400,652596.2,-73.991289,91.8,100.0,62400,0
8545,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,50,0.6,1929,40.829413,70.0,172512,2066265.9,-73.919488,70.7,70.0,172512,0
8546,No,BROOKLYN,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,39,0.8,1930,40.603399,0.0,37500,356193,-73.954369,87.8,100.0,37500,0
8547,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,35,0.8,1936,40.852263,0.0,80109,1213341.7,-73.927196,93.3,100.0,80109,0
8548,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,44,0.7,1935,40.61476,90.0,71346,1292448.9,-74.03747,85.6,100.0,71346,0
8549,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,68,1,1939,40.608003,100.0,46200,426165.6,-73.998318,96.1,100.0,46200,0
8551,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,100,0,1913,40.847261,100.0,28320,502328.3,-73.891451,19.8,100.0,28320,0
8552,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,38,0.8,1962,40.744504,100.0,96772,1305829.7,-73.897559,92.6,100.0,93172,0
8553,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,71,0.5,1985,40.709506,100.0,220821,4291446.4,-74.018002,69.5,100.0,220821,0
8554,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,14,0.6,2007,40.794568,20.0,716418,31505964.4,-73.96629,112.6,20.0,498013,0
8555,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,31,0.4,1972,40.704328,90.0,529054,17397968.8,-74.00923,68.2,100.0,487404,0
8558,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,15,No specific resident population,49,0.8,1928,40.744157,90.0,62638,994867.5,-74.00157,99.9,90.0,60138,0
8560,No,BRONX,No,Multifamily Housing,No,Whole Property,True,15,No specific resident population,28,0,1924,40.813912,100.0,41010,1005136.6,-73.899533,111.8,100.0,38634,0
8563,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,52,1,1964,40.705218,0.0,25935,327735.2,-73.832215,101.7,100.0,25935,0.00E+00
8564,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,60,0.7,2012,40.873592,100.0,34024,1037386.5,-73.88106,94.9,100.0,34024,0
8565,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,11,0.6,1931,40.7079,80.0,52388,1244430.1,-73.921529,76.8,100.0,52388,0
8567,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,42,0.8,1925,40.652297,70.0,45500,527596.2,-73.961111,86.3,100.0,45500,0
8571,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,83,0.5,1985,40.733584,100.0,47542,1057814.9,-73.992015,67.9,100.0,36942,0
8572,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,43,0.7,2000,40.74359,100.0,484189,8476356.5,-73.958535,89.1,100.0,395532,0
8576,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,66,0.7,1933,40.61052,100.0,120000,1193737,-73.95745,74.1,100.0,120000,0
8578,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,100,0.1,1929,40.765654,90.0,59457,736680.8,-73.811861,24.4,100.0,59457,0
8579,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,68,0.6,1925,40.84775,90.0,59805,717430,-73.940557,70.9,100.0,59805,0
8584,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,70,0.3,2012,40.771782,100.0,480000,11394527.5,-73.985053,51.2,100.0,475000,0
8585,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,50,0.9,1923,40.829391,90.0,68754,840463.6,-73.940873,92.7,100.0,68754,0
8587,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,57,0.2,1942,40.705604,90.0,102720,2219007.8,-73.937578,40.4,100.0,102720,0
8588,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,47,0.5,1915,40.640292,90.0,60823,788977.9,-73.956732,59.4,100.0,60823,0
8589,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,False,10,No specific resident population,98,0.4,1936,40.650341,100.0,169430,970408.3,-73.973981,42.5,100.0,169430,0
8590,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,58,0.8,1928,40.851886,60.0,76500,905532.5,-73.935951,84.6,100.0,76500,0
8591,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,71,0.8,1960,40.638804,100.0,80604,1440876,-73.970598,86.9,100.0,80604,0
8592,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,78,0.6,1958,40.628805,100.0,103980,1414627.5,-73.971352,67.9,100.0,103980,0
8594,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,100,0.3,1913,40.828742,100.0,86020,898890,-73.950518,38.6,100.0,86020,0
8595,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,66,0.4,2008,40.663708,100.0,50856,1319961.2,-73.994637,61.5,100.0,42930,0
8596,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,80,0.1,2014,40.775146,0.0,145015,4304490.5,-73.959317,54.9,100.0,145015,0
